star_01,star_02,star_03,area,moment
8886,9640,14576,0.03895760192352365,0.00040193190817014424
17499,20455,23453,0.03895860182901291,0.00042196174215907556
82729,89642,84970,0.03896124858349003,0.00029400547859849435
26549,29651,29655,0.03896162538156397,0.000527760557138182
17573,20889,19343,0.03896221452816187,0.0004931031716580429
25606,35264,31685,0.03896481104713959,0.0005282832441890009
27072,30324,27989,0.03896510012769291,0.0005458781778056301
43023,43783,51986,0.03896524887362201,0.000307634616900781
20889,26549,27989,0.03896809398914494,0.0004763211054368491
68895,75264,73714,0.03896983571285285,0.00036497802536780043
44248,50801,48319,0.03897212638489221,0.0003018761074058605
677,5447,116584,0.03897240608366731,0.00031465276674473477
109176,110395,112748,0.038976191148509705,0.000500830830756971
9640,17499,14668,0.038977619767042095,0.00045338697671095843
17529,17847,23416,0.03897784862608466,0.0003758978525166452
25859,32759,32349,0.038978604692944306,0.00037386233775673033
65109,68702,71860,0.038979043170303145,0.00037333630575629045
10064,17573,18614,0.03898001190914655,0.00038430791530326034
9884,12706,15900,0.03898043874630744,0.00038399888028380286
87585,88794,92420,0.03898650224130226,0.0005013685629812101
62434,71681,71352,0.038987611800498236,0.00036554281756522115
32607,39953,35264,0.03898789429985126,0.0003849092664225623
62434,71683,71352,0.03898877945489508,0.00036553553926150286
43783,53253,44816,0.03899094092665531,0.0003337025585783351
67301,75458,72607,0.0389924473915383,0.0003894880570100136
107315,113881,113963,0.03899348736194396,0.0004107023259518736
23685,31685,27654,0.03899580716047281,0.0004889551702071127
79992,84379,80816,0.03899647182200556,0.0004298988326596675
78820,87261,84143,0.03899966953646474,0.0005341392838613657
79664,86670,82545,0.03900024323911185,0.0005062704840203729
85696,85727,90185,0.0390029308291426,0.0004669365662624946
17378,25930,22549,0.039005010360681304,0.00048131359090324434
78384,79664,82545,0.03900603189667683,0.0004676089472433303
36188,42911,43813,0.039006367143829955,0.00035675964039173666
97165,97433,105199,0.0390064110715387,0.0004082811809495114
35228,38414,42913,0.03901003275407735,0.00043238120097596473
34444,38827,38170,0.0390141070624675,0.0005404651023313338
17847,20205,23767,0.039015418661639906,0.0004664966892356952
26241,27072,33152,0.039019584765386,0.0004001727055415971
73714,76297,78933,0.03902042637475997,0.0003234272057508644
77622,79593,86032,0.039021014915949,0.0004847297425078559
67464,75264,76600,0.039021417415343054,0.00037608698417074444
86742,93805,88048,0.03902216042090346,0.0003395943873432183
17378,24305,26241,0.039023903657489506,0.00046811869178980427
81266,88635,82729,0.039027297282099194,0.00031031034594518857
75177,83081,78104,0.03903055312749908,0.0005181463891796239
24436,30122,31592,0.03903358274339466,0.00044391704550755063
74395,77634,82545,0.039035477379229015,0.00034815483112590246
71860,79664,75177,0.039035820976218105,0.00046405594343585554
68245,71683,75264,0.039037969064841076,0.00030533255096273443
72220,78933,77516,0.039038392922245355,0.0004846578220570853
28103,38170,29651,0.039039754051136216,0.0005686404160691453
81266,86670,84012,0.03904046532845544,0.00036575482509398384
60823,68702,67464,0.039041170470082154,0.0002976499087926709
27989,32362,33018,0.039042273790023604,0.0004906614011190809
9640,17702,14668,0.03904236940008133,0.00046409571248666286
18246,18724,23015,0.0390440756487703,0.00037493472824048164
65109,66657,74376,0.03904550486112127,0.00035118581165373766
33856,36377,42515,0.039045549470718664,0.00032960952932843874
68933,69996,78265,0.039045559177975565,0.0005069249994007175
20205,24436,25336,0.039046589806598565,0.00042768350844541364
81693,87808,85670,0.03904776049631532,0.00033552509349549
12706,18724,17499,0.03904857200751403,0.0004100467431698325
77233,79882,80816,0.03904864925939655,0.0004260293904956426
68245,71681,75264,0.03904905871264218,0.000305513831328272
16537,22449,20885,0.03904917266801008,0.0005128914713637415
75695,84345,78072,0.03904933814416631,0.00045778964531460595
59747,68702,67464,0.03905305795734734,0.0003439091055803052
81833,84345,86974,0.03905339841802461,0.0003863186556393023
20889,23767,28380,0.03905351737943386,0.0004538009983447286
89341,95347,94141,0.03905657754719936,0.0003812515972434417
95168,102618,99473,0.03905819774620015,0.000359820601399398
68002,74395,77634,0.03906074339306204,0.0003989979298668142
60129,64962,63090,0.039061322347930916,0.000502174744454916
23685,27072,25336,0.03906544449916322,0.000576639779255218
99675,104887,105199,0.039069286616193806,0.00037237811473851505
27654,33977,30867,0.0390714475274528,0.0002974487832656206
68245,75264,76470,0.03907410279112607,0.00036564457686842384
56343,59316,61932,0.039076365920441086,0.00043784640142234175
23875,29651,26207,0.03907669891792915,0.0002990628764782603
77070,78933,81377,0.03907697114673956,0.0004501500893180916
5447,7607,14354,0.03907924033214331,0.00035023623455725337
22449,26311,26451,0.03907996730667289,0.0003387631405362835
30438,36377,33977,0.03908055066404667,0.0004884205053316754
84379,84380,93194,0.03908215165662391,0.0003884871445725016
28328,38414,35904,0.03908550180113403,0.00035307631587148323
21594,25606,22549,0.039086255135381665,0.0004458718183279691
86263,88635,91117,0.03908659112912872,0.0003458711645252209
22549,25606,26727,0.039087386023519334,0.00044038133860960075
41037,48002,50191,0.03908803997214215,0.0004135804608913518
61932,62322,71681,0.03908879633446913,0.0003217972725137999
68702,74946,75141,0.03908911614958861,0.0004719569141655077
68002,74395,68895,0.03909023179382778,0.00045749014802598444
26207,31681,33018,0.03909030171932222,0.00048381973397367017
80331,81833,87585,0.03909255769907716,0.00036838325239015127
81266,82729,86263,0.03909398162185301,0.0004543765136162676
18907,25930,20885,0.039096365789510625,0.00038532638133088046
78384,79664,85267,0.039096912893608164,0.0004227140634888474
74785,79593,76276,0.03909814065288637,0.00031192561818405945
18907,23875,21421,0.03909818824748653,0.0003558395263503142
78384,85792,87261,0.03909974405202345,0.0003412649355309259
65936,68702,74395,0.039102033282086196,0.0003561776525582843
61932,62322,71683,0.03910227745964151,0.0003219719947870705
20894,22797,25428,0.0391046694485648,0.0004248134050021306
87585,87808,93194,0.039105218887466674,0.00041830136150530957
48002,55425,50191,0.03910541307153515,0.00034714420376337626
82396,87261,86263,0.03910739076514594,0.0003603810142718809
18724,26311,21444,0.039110422902960316,0.00042661264395718265
73714,80112,81377,0.03911531165668809,0.0004068143711846795
77634,78820,84970,0.039117972945311545,0.00033004464004279593
78104,82396,81377,0.039118398381456046,0.00038001258043203554
9347,18543,13701,0.0391203501831026,0.00046601886649860747
25336,26241,32362,0.039124167384178496,0.000406583703553829
92420,94779,98110,0.039127419782771636,0.00032650867231054354
106985,110395,107315,0.039130076595504965,0.0004107192640328188
22549,27288,29651,0.03913010043795984,0.0004261025687472186
77634,85792,85696,0.039131063116853035,0.00038910132102129943
90139,95947,97165,0.03913654016243197,0.0004548031987808938
78104,87261,84970,0.03913922377728386,0.0003832395073071176
51986,61585,59449,0.039140152178554086,0.000387148263078287
44816,52419,51986,0.039140614232514206,0.0003743279523685455
29651,30122,34444,0.03914286802734585,0.0004119804692876404
25859,27072,34444,0.03914325224528986,0.00035091882895586714
16083,18907,18614,0.03914367127495829,0.0005565184745819104
44816,50099,53253,0.039145613902300515,0.0004626929238960112
18543,26549,25336,0.03914984231212301,0.0005496400823514117
26727,30867,36188,0.03915291396200468,0.00046424185487650666
10064,18614,17358,0.03915476479774068,0.0003643731763873135
63125,69673,72105,0.03915491289000826,0.0004622823056150666
86263,87073,90496,0.03915716331942322,0.00037432707849889666
15900,20455,18246,0.03915889187256914,0.0003568734838457598
6537,13701,9487,0.03916067156699168,0.000344938664126676
30867,39757,37447,0.039162867654016,0.0004700451414431703
19747,23685,26634,0.03916595310194553,0.0003456979438611475
9640,17847,14668,0.039165955540028954,0.0004734143823782744
22797,26549,32362,0.03917164845188215,0.0004970872938728077
103227,108085,112122,0.0391720319640758,0.0003611107103254203
82514,90422,88635,0.03917211884616162,0.0003024960909215398
85792,93864,88635,0.03917463897933604,0.0004656122852613792
26634,27072,35904,0.0391747160785319,0.0003917152416272574
26727,30867,32362,0.03917636925789463,0.00034773361926212126
93085,93805,99473,0.039178430513177674,0.0004190433243745212
31685,39429,34444,0.039178682088600834,0.0002974339219789566
27072,28328,31592,0.039178736064874,0.0003931660598548367
14668,17448,23416,0.039179379537303854,0.0003183741535042758
97365,104887,102098,0.039180972844633004,0.0005449131082977458
77233,84379,84380,0.0391813209296572,0.0004925713181773083
72622,73273,76600,0.039181839389457324,0.00042121822337372577
36377,45101,44511,0.039190785491667136,0.000363259332516084
8796,8832,17499,0.039191979463422504,0.00047121586367064236
81693,87933,86414,0.03919460934592649,0.00029749613912028947
73714,75264,78401,0.03919571616374797,0.00036395351364047334
81266,83081,86228,0.03919696055392246,0.00044676348055299554
28328,30324,33856,0.0391986296394975,0.00039450930798142327
108085,112623,113368,0.039200092975010634,0.00032766277898025096
60823,68702,65936,0.03920119007064576,0.00032515175920992787
54463,61199,61622,0.03920287556087395,0.00035362758866442257
44816,45238,51232,0.03920410089545354,0.0004124275790957253
25281,30324,27989,0.03920574359664993,0.0004221419015430872
37819,41312,43023,0.039209490675571536,0.0004670429226952272
20205,23453,25428,0.03921088181334876,0.0004305088266677946
38414,45941,42828,0.03921608124947467,0.00036447127326187526
59316,65936,64962,0.03921667978267935,0.00036053397820675677
89642,95241,93085,0.03921726154040676,0.0003621313603674617
93194,101769,98110,0.03921987669361626,0.0004838307460421857
23685,25859,30324,0.039222988010708046,0.00032479828157924316
23685,30277,24436,0.039223091601440586,0.0004871729198739145
39953,45238,44816,0.03922482307582644,0.0004489981040855314
62434,71860,68933,0.0392278749825875,0.000424880260351641
97365,103413,99675,0.039228410854901564,0.0005380093308432009
37677,38827,42515,0.0392295729412472,0.0003727283852199526
77622,79882,86742,0.03922974597101612,0.0004760227143586374
99473,106985,100345,0.039230701537464496,0.00042390590420050595
80112,86670,89931,0.03923327403833617,0.000437176877777335
18724,26207,26451,0.039233701703057136,0.00041920425226741036
69996,74946,75264,0.03923468741080064,0.0004158400612190159
24305,30277,30324,0.039235257238647986,0.00034846343655585947
22449,24674,26451,0.03923699939224783,0.0004515412324816157
86228,86263,89931,0.0392371477417746,0.00043178518358984365
84345,88048,88771,0.03923874259469805,0.0004168107611386166
9640,13209,18246,0.03924051853839137,0.000366362855715621
76952,84345,81693,0.03924058697237493,0.0003770819019000111
3179,10064,5447,0.039241083377202654,0.0004266734816555163
765,112122,113368,0.03924144771218332,0.000325065291271277
7607,13531,9598,0.03924367958214585,0.00037831595077894315
71908,73273,78384,0.03924760418036805,0.00048182696453098034
85792,95241,90185,0.039249699167127595,0.00030919030736816845
21421,26451,27673,0.039250576803107555,0.00044244996437534746
76267,80883,83000,0.03925400005245789,0.0005147997541717473
68702,74376,68933,0.03925474636964585,0.0003618960782560672
71352,79664,76297,0.03925685882832232,0.00043800632248447137
81266,85267,85927,0.03925890817194141,0.0004803493331240004
74395,82396,80112,0.03926341739917343,0.0005255083885579009
89962,95168,92041,0.03926393107796233,0.0003968306901131888
18907,24305,22549,0.03926414454397099,0.00047026248227855183
55282,59316,57757,0.03926814563181531,0.00037986071674841294
68933,71860,76470,0.03927075145605699,0.0003550164893178077
34444,39757,41307,0.03927139729514376,0.0004791087469257973
20885,22797,25428,0.03927209719192895,0.0004269103768719369
17378,22549,20894,0.03927262425044655,0.0004716958111875843
79664,86670,82514,0.03927345130539739,0.0005096327588108897
35264,41037,43023,0.03927350881160184,0.00038077139995922575
24674,27072,32349,0.039274002096626175,0.0003542145675398699
85927,88714,92041,0.03927462127658675,0.00037027146395995393
106278,114341,109074,0.03928149841236546,0.0005166373154744006
35264,44511,42828,0.0392854030094921,0.0003365361922901949
746,109492,113726,0.039285572221489484,0.00031019994223814297
80763,85792,87261,0.039286492598426224,0.0004170564066527831
18543,24436,25336,0.0392870385212088,0.00047791214072505036
3821,10064,8886,0.039287397492936436,0.000530802388538771
20894,22449,29655,0.03928920509924117,0.0004705353255961501
80816,88192,84379,0.03929050303649439,0.0005048803387092218
33977,37819,37447,0.039291277722576214,0.0004508148541353742
21594,23685,30867,0.03929335054433799,0.0005017164314721616
102618,107556,104987,0.03929398712649414,0.0003411203712944164
87108,90139,93747,0.03929433067742337,0.00035884074063769904
71352,78384,73714,0.039294711727633394,0.00029850271636708585
82363,90422,85927,0.03929471678740725,0.00035884519264647744
104987,109427,109176,0.0392959276714548,0.0003635222059598159
14135,16537,18724,0.039297392186989605,0.0003456453775636768
73714,76297,78820,0.03930460933406466,0.00033668519868425284
25281,27072,31592,0.03930547221043424,0.00038786410125392297
21421,25281,27989,0.039305539377589405,0.00036625274537592365
100751,107089,110130,0.03930720351771305,0.00032922558100516373
14135,16537,21444,0.03931200267606931,0.00037299462472351345
25859,30324,33579,0.0393133983583355,0.0003321642841873404
42570,51986,42828,0.039320573826711835,0.0004093323055891807
67927,71795,71075,0.03932130489076295,0.00039991286473363896
18724,26727,20889,0.03932168934864914,0.0005468957056524628
21444,23685,26241,0.039324963966951544,0.0003161844393871121
81377,84012,86032,0.03932707486548023,0.0005450285943027386
8903,9640,14354,0.039329165851865994,0.00038439193118228155
25606,33977,27366,0.039330124431663095,0.0003805175418904852
16537,24305,21444,0.039331025132439065,0.00038458116580128324
102618,107556,109074,0.03933325971522072,0.00032525330552639586
9884,17702,10064,0.03933355687312026,0.0004030324354869973
3419,8102,9487,0.03933384839715532,0.00045467989861071165
78384,83081,86228,0.03933534965410716,0.00031992263351534483
8903,9640,14576,0.039335524576687576,0.00041432338369856735
32759,42515,42570,0.03933720590278237,0.00042717564370337567
30277,38827,33856,0.03933746287643719,0.000491256003465724
59196,60718,68245,0.03933746891693337,0.0003963180977582261
18907,20894,27989,0.03933893172643199,0.00046895357575212266
81833,91262,87833,0.039339833697839825,0.0003372909936703307
7607,9884,13209,0.039341350811397224,0.00046705928950915225
107556,113136,110960,0.039341641044724325,0.0003038255205293093
27654,33977,29651,0.03934216683361245,0.0003204595513726851
95947,98337,104060,0.03934387412061424,0.0004948199662197609
55282,60965,61941,0.039346989403593165,0.00036784895649722706
78820,82545,84970,0.039347713190514,0.0003246076593310115
17702,20205,23453,0.03935003762452766,0.0004575196532066132
73273,78933,73714,0.03935021472427743,0.0004132628200048694
77952,86929,84143,0.03935337974040861,0.00038163633605998434
30277,34444,30867,0.03935757954214147,0.0004311138542773174
17499,20889,23767,0.03935798079963116,0.0004146194704987197
39429,46651,39757,0.039361687336448535,0.0003579804235149971
31592,35904,37447,0.039361941290441516,0.00031739370729715874
61359,61932,64962,0.03936220393376961,0.000484773456096964
78820,87073,84970,0.03936850663655194,0.00048716742614269567
74395,82514,80763,0.039368519983089496,0.0004992504788704078
31685,38414,33152,0.03937175798567227,0.0003259834735908356
45101,51986,46651,0.03937246820687816,0.000339376826572481
18614,20455,23416,0.039375687426853705,0.00043668225977929663
76333,81266,81377,0.03937682892276484,0.0003077163443786019
25859,27654,33856,0.03937789107257403,0.0003181293361840119
30277,39429,33977,0.039381133204633524,0.0003461593316745052
84012,86670,89931,0.03938322523496896,0.0003954488212482207
18246,20889,23416,0.039386734565494644,0.0003940694385836476
30122,39429,31592,0.03938723907234517,0.00047531988251912346
85927,93864,90422,0.03938864160011016,0.00034595783669475605
98337,104060,99848,0.039393631308664905,0.0005507850226363241
21594,26634,24436,0.03939479145202101,0.00046069319263003045
32362,37279,37740,0.03939597002025545,0.00030850943167271325
82729,87073,84012,0.039396605947325115,0.00048724783167323143
22797,23685,26549,0.03939671049055292,0.00040425836371541944
51624,60129,54879,0.03939907734347295,0.0004828709153366652
42515,51232,51986,0.039399604702464536,0.0005261384464286593
55425,61199,61932,0.03940434799178225,0.00035991206706471114
17702,23015,26451,0.039404559775127815,0.0003926124122042691
84143,90422,92041,0.03940538990704563,0.00038860415966433993
25336,27288,30867,0.03940828285676901,0.0003547455808773645
26549,28103,32362,0.039414301130423705,0.0005062960188758118
21594,26311,30867,0.039415453944978224,0.0004512214047889639
35904,38827,39757,0.03941564942753595,0.0005054836834432495
22549,24305,26207,0.039416055745360855,0.00044538978596017024
74785,76600,81266,0.03941647331809976,0.0004272566749374874
37677,42536,42828,0.03941810648594342,0.00041269548599066967
13701,17378,18724,0.039419915760143816,0.0004471326790855799
24436,27072,27989,0.03942215547302929,0.0004917082374062674
78104,85792,86670,0.03942272561041435,0.0004723497681057923
67472,71908,74376,0.039427682667799994,0.0003583435785471267
26207,35350,32246,0.03942806037227322,0.0004293548929619325
27366,31592,37447,0.03942845670984988,0.0004444020806885516
21594,25859,24436,0.039430069377629516,0.00048077049081778886
87933,97165,98110,0.03943060820480671,0.00047958663501511325
20889,26451,28380,0.039430721259466714,0.0004173810298822
37819,42536,46651,0.039431516932773567,0.00031853841579299557
76297,83081,82514,0.039433078412816874,0.00031574842208173336
27288,32759,27628,0.03943348360396482,0.0003681621582288688
82396,90185,89341,0.03943704051375678,0.00035393764864395097
73273,82514,78104,0.039440222195050924,0.0003379568444659367
8796,8832,17573,0.039440854171997365,0.0004803550997282632
88771,95947,97365,0.039441470063276494,0.0004901878557652303
42536,51576,46651,0.039442013307359566,0.00035105069710935103
23685,24436,30867,0.03944414848456031,0.00039038640490835755
79882,80763,84970,0.0394475738986735,0.000417635486361674
86670,93683,90422,0.039447675017257565,0.0004500194843466727
20205,25336,26451,0.03944933361762618,0.000311646410917274
32768,35228,42913,0.03944988963766788,0.000300306455110128
73714,75141,80112,0.039450221539765004,0.00030890499429397526
42913,52419,51986,0.039452152422549666,0.00030317900984336207
73555,78072,80816,0.03945293698009628,0.0005107773756857721
50372,59774,53229,0.039456666649247504,0.0004559980515735458
765,114421,115438,0.039459245822876056,0.0004909574868232232
33152,39429,39757,0.03945948679649016,0.00032753809953217714
19747,27628,21281,0.039459973256675974,0.0003676127887188927
22797,26549,26451,0.039460311872453836,0.0003874104863666403
29651,33856,38170,0.03946116511202801,0.0005156207940514172
24305,32759,27628,0.039461750678748735,0.0004473312221495076
35904,39953,42828,0.0394636790648666,0.0003136423940259722
18724,24436,20889,0.039467189828618965,0.000567120956097167
18532,23767,26451,0.039468074900752825,0.00046833451703248745
5348,6867,114421,0.03947045225144084,0.00039707608004616415
45336,51069,47508,0.039471725972551094,0.0005310524913995705
4436,8903,7607,0.039472553819437754,0.0004641397801248486
36377,44816,37677,0.03947346570575822,0.0003397831952515786
76276,84379,81693,0.039474765007123054,0.0005089551112375487
20535,30122,27654,0.03947499881287106,0.00042479470188553774
31685,38414,33977,0.03947554282002518,0.00032666735908457923
85927,90496,88048,0.03947574986800717,0.0004418899737232034
17573,20455,23767,0.03948135919402236,0.0004401938502140444
55282,63090,57757,0.03948216725264825,0.0004922110491332352
67464,75141,68895,0.03948350711531387,0.00032140134192772384
84012,90185,92855,0.039484093959208565,0.0004736158351148279
16083,20205,17448,0.039488211944289614,0.0003526202733771857
21421,23875,26207,0.03948827589494513,0.00034770184126011697
42570,51576,51986,0.0394898171764758,0.00034636515383768105
78265,85792,85696,0.03949155196907117,0.0005077483095671106
25859,27321,32759,0.03949269658873788,0.00033142749224674144
4427,9640,5447,0.039493344382085765,0.00040607697386361064
78820,82514,84970,0.039494728140121,0.0003261629563595794
28103,32759,37229,0.03949524789774791,0.00044809962333787603
84345,87108,88794,0.03949740460949869,0.0004158926043442887
26634,32768,32759,0.03949792223796842,0.00032542040249494773
13209,18614,15863,0.039498187378634475,0.00035692263335748427
18543,24305,26549,0.039498373474844174,0.0004279766906184601
21421,22449,30343,0.039506081673389946,0.0004987203901510045
80170,86032,83207,0.03950715376572967,0.0003201352538071877
22797,30867,27989,0.03950873452926202,0.0003897943205222548
65936,66657,75264,0.0395110647725208,0.00033365423825462075
12706,18724,17573,0.039511260685071575,0.0004219056220507798
26634,35264,33977,0.039512300420865315,0.0003377288767791237
98337,101769,103413,0.03951484399733681,0.0004799258257083006
87108,93747,95501,0.03951524599495701,0.00040442825584728625
22549,24436,30867,0.03951893469388481,0.00043430557741666636
21393,25859,27288,0.03952083903094625,0.0003686817695192177
106278,113136,110960,0.03952312293971217,0.00034625840444711973
76952,77516,80170,0.0395243825513743,0.0005228695533873828
24674,30122,33152,0.03952441726906563,0.0005520205393425801
68245,78104,73714,0.0395249651622897,0.00044674762888980465
24305,30324,26311,0.03952609755162546,0.00031501278142424615
18724,26549,20889,0.039527787849981455,0.0005518236749574484
21594,30122,27288,0.03953262592967805,0.00045115241010425494
27366,30277,30867,0.039533755802225255,0.00047313010344699765
60823,65109,61359,0.0395337756303098,0.0004191244700166087
87073,93864,89341,0.0395338752290765,0.0003339513602420277
23015,23416,32246,0.03953750008273997,0.00049323609016821
77634,85792,81266,0.03953808756325202,0.0004328490841744639
73334,81266,78820,0.03954268039784826,0.00045786035936417463
35264,38827,44816,0.03954302311518923,0.0003354536236574848
24436,29651,26207,0.03954364968739505,0.0003129947290829133
27628,31685,32349,0.03954396882639291,0.0004446531517730574
98036,100064,101958,0.0395453607280123,0.00047347485379353017
32607,41037,37819,0.03954653974018043,0.00042545230856006285
17448,20885,23015,0.03954742518797625,0.00031143458029113695
83207,88771,90139,0.03954755284151377,0.0004273667187335813
25606,30324,25930,0.03954779083350086,0.0003508417693778274
59196,63613,66657,0.03954956800480774,0.0003374470450236977
59747,61199,68282,0.03954993899745228,0.0004852633593531877
21594,26549,22549,0.039553980812217955,0.0003236034768411658
47854,56561,50191,0.03955447929696047,0.00038674480699772934
26727,32362,29655,0.03955538432485386,0.0004253356417596348
17378,22549,20885,0.03955730584061378,0.00047715845690120734
75141,83081,84143,0.039561852608504165,0.00035824884522975904
17573,23015,26451,0.03956512016152409,0.00040254919144110194
72622,78384,76333,0.03956775942462518,0.0004729071039612789
9884,17573,18614,0.039576947139074975,0.0004556183990687722
61932,62322,68282,0.039578043444674145,0.0003932283107469514
82545,85727,87261,0.039582342639684916,0.0004130024219577064
76267,77233,84380,0.0395832666868793,0.0005048212063957123
54463,61199,61932,0.03958502545839508,0.0003524018399167999
62434,71681,68245,0.0395854990400271,0.0003346908735694704
32246,36188,37826,0.03958577944316952,0.0003299727087285945
101958,106278,107315,0.039587383924020815,0.00038358912393143525
62434,71683,68245,0.03959089642183967,0.0003347336581381703
18907,24674,21594,0.039594508237997705,0.00037964478956503916
67464,75177,68895,0.03959530852792934,0.0003105738223924204
1067,8796,5447,0.039596297388358626,0.00047211972749869785
85696,86263,90496,0.03959645151293962,0.00033518846081053463
74785,78933,77622,0.03959766892248937,0.0003913408649155538
30277,30438,35904,0.03960008871736043,0.0004077073069320631
20885,22449,29655,0.03960689280324584,0.00047479286488975457
65936,71683,74376,0.039607103316952615,0.00038084683140881756
74376,82396,78104,0.03960713036170867,0.00038014881994291605
76333,78384,82396,0.03960801129294913,0.00045188466612224715
52727,57363,60823,0.03961256412964168,0.0003064880795277042
107315,112961,112029,0.039614368913804966,0.0003780756318319204
68895,76297,76470,0.039616379316230306,0.00037096856305353425
23685,26634,33152,0.03962065738128708,0.0003902224322154427
65936,71681,74376,0.03962290806613972,0.0003810724743926444
27321,35264,27628,0.039623092881144316,0.0003271014651860634
73273,82545,78104,0.03962481969153139,0.0003414991383259038
16083,20889,18246,0.03962594034992641,0.0003521256632383013
88771,90139,95501,0.039629421695763604,0.0003830922624759956
68895,73714,71957,0.03963203278426467,0.00036456095775575556
88635,94141,91117,0.03963361318759408,0.00035413137460283295
78384,84012,81377,0.0396340447237661,0.000555115142595907
80763,87073,89931,0.03963536179358785,0.00040308133062360164
77952,86929,86228,0.03963711298600975,0.0004144117964323181
6686,14668,9598,0.03963894463996607,0.0004802528883545937
25985,27628,31592,0.03964138391421409,0.00031409234007678414
45238,52419,46651,0.03964372326117715,0.0005419704006630272
15900,16537,20205,0.03964451424059969,0.00044090584409390145
14135,22449,21421,0.03964504019186793,0.0004978354445654664
33856,37819,37447,0.0396461894063729,0.00046782605826270165
44511,48002,51986,0.039646367293799695,0.0003096644591081064
73714,74376,78104,0.039646770981526656,0.00038486530678332945
68933,73334,72622,0.03964742511990366,0.0004391242839111134
21421,26207,30343,0.039648493360633696,0.0004009258385475356
84143,86929,90422,0.03964965939690124,0.0003493425421732306
36377,43023,38170,0.03965135956665098,0.0003742289519577199
88714,95241,92855,0.03965207684124631,0.00040107616524998546
25281,27654,32349,0.03965230281886288,0.0003853150207181873
67464,71908,73807,0.039653261034317815,0.0003780888017226624
39429,48002,44816,0.03965808131223863,0.0004959814325567707
79593,80763,84012,0.039658096480032795,0.0003554311714748477
84143,86263,89341,0.039659338392728664,0.000516763995178293
48455,50372,55219,0.0396602539994302,0.0003153948732414311
95347,102395,101772,0.039665208228734844,0.00045024773372536505
78820,82396,84012,0.039665766390788455,0.00030927204087482244
30277,30324,37229,0.039670621924872744,0.00031435257229171163
43813,51624,50583,0.03967271206468229,0.0004399890686597804
24674,25606,33152,0.03967424389433462,0.00047593894828140346
26241,30277,31592,0.03968062414425314,0.0004910818313968008
60260,63613,69996,0.03968105152962488,0.0004555708040490183
39429,41312,46701,0.03968125367389311,0.0004390325965901662
76297,83081,82545,0.03968136363942802,0.0003190016800965266
23685,27628,27366,0.039682069514373364,0.00040553567379678817
87833,93194,98110,0.03968291538306722,0.0004488382410139985
82396,90422,88635,0.039683741756105825,0.0003329402036798063
17702,20455,23416,0.039685595235414386,0.0004924833246627023
3821,7607,113726,0.0396862013007706,0.00047281342349181344
52727,56343,59449,0.03968648968918105,0.00034576836271922416
14354,23015,15863,0.039687718241021214,0.00041195772668107676
74395,82545,80763,0.03968906851111094,0.0005046332575397822
54061,59774,55219,0.03969147288213712,0.0005274988210241847
68002,74376,76470,0.03969164839467675,0.0004529877576189526
32362,37740,33018,0.039691690328893664,0.0003302301450708395
79664,85792,82396,0.03969296559217576,0.0004919618187370197
21444,29651,22449,0.03969375424406152,0.00044804448523291687
83000,88771,84379,0.03969736666680407,0.00031305067790294693
24305,28328,30122,0.039698485377632986,0.00046829721176259786
82729,85792,92041,0.0397009844526937,0.0005176523891732057
78384,85792,80763,0.039705818946570604,0.0004217450967094093
76297,85696,81266,0.039706048785557016,0.0003485796139165683
6686,10064,13268,0.03970606456231937,0.00043651988835531684
30324,33856,37447,0.03970668267568485,0.00034531826211445016
26451,31681,33018,0.03970934753082578,0.0003274781016091132
104732,109176,113726,0.03970967351767838,0.00039938112194420027
76470,85696,78820,0.039711077820144824,0.0004672952541825527
25985,32349,26549,0.03971116355788764,0.00033273164693318086
88771,92420,95947,0.03971231892695635,0.0004929154044787578
78384,84143,84970,0.0397123872468942,0.00034077710294597554
43023,51232,50191,0.039716400255681045,0.0003139176952293233
83207,86032,87808,0.03971666401960421,0.0004007026376428456
18907,20885,27989,0.03971781130477853,0.00047472959112271465
12706,13701,18724,0.03971804280997419,0.0004380769803240764
98036,104987,98337,0.03972222758225554,0.0003752138821060402
71795,76267,73555,0.03972761223950288,0.0004277441663220232
47431,51069,49669,0.03972856929783631,0.0004785717085086029
21594,23875,30324,0.03973020807221848,0.00042474917431850384
71795,80883,78072,0.039731500733452975,0.0004856240321093335
9884,18724,17702,0.039732866201251466,0.0005007467720537658
14668,17448,23767,0.03973459133106583,0.0003388024262578433
48319,50372,57399,0.03973864834926194,0.0003176816058543514
74785,81266,77516,0.03974399802941638,0.0005074904706868234
27628,32759,28103,0.039744496962926104,0.00036973990292800944
68933,75264,73714,0.03974552016626686,0.0003135812897207317
93194,97365,97165,0.039748523332934146,0.000418234388887553
23416,25428,32246,0.03974931750363971,0.000445993249562352
86742,93747,95501,0.03975003646487714,0.00042604040201148365
79992,86414,83895,0.03975503426937646,0.0003382476838001982
17448,20894,23015,0.03975780801156909,0.00031519560080377624
25281,27654,30867,0.03975863931595839,0.00031252879955710543
17847,19343,23453,0.039759119187043626,0.00041002112555321225
50335,54872,50372,0.039761577169469764,0.0004019158919760637
3092,8903,10064,0.03976495713829438,0.00032420097488727553
24305,28103,26207,0.03976722689049159,0.0004757420360079865
97165,97365,102098,0.03976730373368119,0.0005441454645848885
61359,61622,65936,0.039768569392973054,0.00040132347763082013
