star_01,star_02,star_03,area,moment
45941,51576,51232,0.004006492287331323,7.786039696420084e-06
17847,18246,19343,0.004007154884230987,3.0019444390958776e-05
85670,91262,92420,0.004007355382797278,3.068776537553777e-05
25930,26727,27989,0.004008162871238101,6.786270332193521e-06
69996,71352,73714,0.004009433498115406,2.8679758514321236e-05
23685,25606,32349,0.004009452562397968,3.217915950682162e-05
75695,76952,83000,0.00400995228014878,4.836491830105329e-05
80763,81266,81377,0.004010784265666604,1.92683009484661e-05
103413,111169,104060,0.00401104453377938,2.061799812064612e-05
38827,45101,47854,0.00401149522155037,1.6622260942537368e-05
9640,14354,14576,0.00401221212816721,1.0062229469848553e-05
13268,17529,18614,0.004012589237402295,2.8435019718089786e-05
27654,33152,34444,0.004013024521373908,1.9466230755916934e-05
59196,60823,68933,0.004013391039595237,3.908693289883214e-05
80170,86974,80816,0.004013471854044499,2.6732190727098663e-05
97278,97649,101769,0.004013854262482833,1.1510659248170804e-05
33579,38827,33856,0.004015116181782197,4.750043545365381e-05
59747,61199,62322,0.004015656592546452,1.0124420400510087e-05
82363,83081,82514,0.004016018047612444,2.6072062270086193e-05
78265,78384,78933,0.004017176626650497,1.6897861703252933e-05
33152,39429,34444,0.004018421022081478,2.6771373974049324e-05
20889,24436,21421,0.004018510140763493,5.297878770909299e-05
59196,61585,63613,0.004018512965233807,2.799408684387102e-05
27673,32362,31681,0.004018747427377524,4.8924162247275566e-05
86670,88635,89931,0.004018758475134788,8.65787846318345e-06
25336,26207,26451,0.004018863817291292,1.2624558601015348e-05
44511,45238,44816,0.004019224159750711,4.0791186199251184e-05
50954,52419,54463,0.004020138389740927,1.2802250972973815e-05
109268,112122,112623,0.004020445784685125,3.98948030386695e-06
21594,24305,27288,0.004020621306155407,1.4213612520232242e-05
97804,106278,99473,0.0040206947090158755,3.704759464969266e-05
86228,90185,92855,0.004021157417635486,2.6882568745389995e-05
55425,57363,61199,0.0040220173636006645,1.9358945658811474e-05
112961,113136,114341,0.004022356690285547,1.0523627920129328e-05
21393,23685,24305,0.004022357473070626,1.4621999631833917e-05
21594,25336,26207,0.004022363280232441,4.575868460793162e-05
68245,69996,71352,0.004022802731183649,3.4419974506819904e-06
765,2072,6867,0.004023802885556522,1.1623041704227974e-05
75141,75177,77634,0.004024118076338844,4.9552726387700595e-06
27288,30324,32349,0.004024629921726181,1.0620500954120373e-05
765,112122,114421,0.004026079825619424,1.2106743248952925e-05
46651,51576,51232,0.004027000375817919,3.235960075414741e-05
20042,21281,20535,0.004027315347721636,3.052784406588477e-05
84345,89962,88192,0.0040277033411974415,3.0071029311726078e-05
2920,113726,116584,0.004027750623263766,1.9686231384965483e-05
48002,57363,52419,0.00402798021143112,7.789920571215848e-06
93805,93864,94141,0.004028383173761495,2.783370409781467e-05
16083,22449,22549,0.004030303827501487,2.9606278169750357e-05
48002,52419,54463,0.004030328468096926,6.84223556631956e-06
66657,71860,73807,0.004031663496870627,1.2691511564153191e-05
1562,8645,5364,0.004031934113131122,2.6240502732208354e-05
80112,88635,89931,0.004032975049454552,4.304116786453562e-05
7588,9236,9007,0.004033050390028121,5.583842689003512e-06
20894,21421,23015,0.004033928159737547,2.1790649729560013e-05
20535,25606,25985,0.004034123917526262,2.9856555822877836e-05
44816,51576,52419,0.004034318682470375,3.7496158340711116e-05
17448,20455,18246,0.004034329034829053,1.8508333120668745e-05
75264,76297,78933,0.004035373655500461,3.8469727034941216e-05
62434,68245,68282,0.004037489495767093,2.6029745136161623e-05
20205,22797,20455,0.004038148921223933,1.823585094251033e-05
64962,68002,67472,0.004038336207822855,3.616782811435354e-05
41037,42570,42913,0.004038497801457131,9.197726831621706e-06
65936,69996,74376,0.004038685450373801,2.0978496406459278e-05
78820,78933,88048,0.004039141907140347,5.6852848606282145e-05
42570,43783,45238,0.004039851354119584,2.8225511854428212e-05
20205,26207,27989,0.004040844231618493,3.41738906325202e-05
61585,61932,62434,0.004040870871043895,2.082301359078703e-05
85258,85727,85696,0.004040950661975476,3.067421109246636e-05
73334,75177,77634,0.004041015396793009,9.256155773916928e-06
60718,66657,68002,0.004041238321564016,2.136433402206503e-05
44248,46853,48319,0.004041255748035285,1.8613591057417622e-05
71352,73273,78384,0.004041487127668654,1.529475301745756e-05
78265,80112,78933,0.004042198556496237,3.200873413229959e-06
18543,24436,26241,0.00404248825008238,3.528843099491335e-05
41037,47854,45556,0.004042681030824729,6.099574741028011e-06
54061,59774,62956,0.0040427636372481,1.248150591515543e-05
81266,85927,87261,0.004042873395258798,1.8855140265656574e-05
85267,85727,85927,0.004043042257235635,3.206560656380435e-05
24436,26241,27366,0.004043052982623957,4.271627526460369e-06
85927,87073,89642,0.004043503196744778,4.778925293005797e-06
38170,42570,43023,0.004043795789980541,3.907861346629417e-05
63608,67927,69673,0.004044716511173291,2.1160542639183595e-05
95947,101769,101958,0.00404528541994199,2.777878114187894e-05
47854,51576,55425,0.004046400466759459,1.1606217572432158e-05
84143,85696,86228,0.004046484469212767,3.526686230337038e-06
94779,103413,99675,0.0040465710283556795,2.1986070238964983e-05
86670,93683,92041,0.004047822688660579,3.2889672505932584e-05
71683,71908,74376,0.004049964203785576,1.579297853551125e-05
25859,30277,33579,0.004050797758792388,1.9630208203675966e-05
8796,15900,16083,0.004051033690380407,5.902505759941693e-05
71860,73273,78104,0.004051316717566501,3.0421182325571022e-05
75695,76267,77070,0.004051397432149024,3.232124995673795e-05
65109,74376,68245,0.004051627007187153,2.8656245787020312e-05
76470,76600,79882,0.004052487825184633,4.602799944682856e-05
19747,25606,25985,0.004052516686614623,5.3637750220274834e-05
27321,28328,30277,0.004052713845239857,1.81073124068014e-05
42570,47854,48002,0.004052738968637176,2.587519837516619e-05
78401,82396,80112,0.004053238175727526,1.3708665036145133e-05
65109,66657,65936,0.004053565719329846,1.7156666327349582e-05
71681,71908,74376,0.004053607387750848,1.581060101368452e-05
2072,2081,113368,0.004053863507800031,3.34382923047236e-05
84379,92420,93194,0.004054148205013933,3.65839255184935e-05
22549,26241,22797,0.004054372847188503,1.5027703464159793e-05
75695,76267,77622,0.004054399190540345,3.899946221769923e-05
21444,24436,28103,0.004055000277478315,2.589195703357363e-05
25281,26311,29651,0.004055279898754171,1.0301224120360801e-05
93194,95947,98337,0.004055570729126127,1.823646966487047e-05
18532,23453,27673,0.004056202372914184,2.445072894867115e-05
21594,25930,26311,0.0040565282667904675,2.558769739441801e-05
25606,25930,26241,0.004057349948507607,2.2984161040539555e-05
68002,68282,73273,0.004057474848250751,9.055995780080364e-06
85670,87833,94779,0.00405753213432589,1.4603757605594516e-05
25606,25859,26634,0.004058333977531946,1.385221068732069e-05
89931,94141,92855,0.004058825883498686,1.0492947426459414e-05
25336,26241,26727,0.004058845842597728,8.846270096244036e-06
98110,100453,103413,0.004060055483686674,9.492615375554863e-06
21594,22549,22797,0.004060727338603297,2.429936634407232e-05
18543,25606,27072,0.004060775545099241,4.2291931750212296e-05
82396,85696,89642,0.004061242864509021,1.658707915463426e-05
14135,18724,20885,0.004061518906327765,3.1482979361186435e-05
73334,76297,82396,0.004062631411468236,2.866673991602415e-05
27673,36046,28380,0.004062741783002812,3.1645605454037674e-05
75141,75264,77634,0.004062965705384655,8.652376487210315e-06
8832,9884,13209,0.004063136651077454,1.253652866068154e-05
84143,85258,85792,0.0040635036829020175,8.363564879817492e-06
26207,27366,26549,0.004063924004716391,2.0715826620427836e-05
82363,85267,85792,0.0040641578517074855,6.642159204386967e-06
64962,67464,68245,0.004064949233460348,2.764434738155228e-05
94779,99675,102098,0.004066075562928582,1.3773669423110147e-05
35264,38414,44511,0.004066981093187673,2.5751687007911898e-05
97365,97649,98337,0.004067928103894103,7.514224997095056e-06
32759,35264,36377,0.004068936284268725,9.351987931127946e-06
21444,22449,22797,0.004069044189975527,6.6312776678166905e-06
97804,99473,98036,0.004070430877466061,4.24393688097956e-06
14135,18724,20894,0.00407063666479075,3.1506187182875306e-05
45860,47908,49583,0.004070703398223607,2.1683578153721694e-05
45688,46853,48319,0.004070903181282287,2.761354208868482e-05
59196,61932,68002,0.004071011440600309,1.7228580806172198e-05
30324,31592,33579,0.004071061700102202,1.1011480889072493e-05
42913,45941,51232,0.004071096762707637,1.1545380071359053e-05
66657,68702,71681,0.004071271455066131,6.764608147411201e-06
23875,24436,25930,0.004071566683183371,5.2667909728733325e-06
17573,18532,19343,0.004071774099046946,2.997161493081423e-05
30122,32759,33579,0.0040720770939748924,4.556776883192424e-06
89931,93506,92041,0.004072346796955379,4.853112676130929e-06
29651,33579,33856,0.0040735850340112515,4.127802167166916e-05
50371,56561,51232,0.004073897782602448,6.22111939308363e-06
76600,77634,78265,0.004074087506227861,3.936688357015949e-06
79992,84379,83207,0.0040744137417303185,3.166921020225007e-05
44248,44471,45860,0.004074798918640384,9.398911353756743e-06
17702,18246,19343,0.0040754046504188806,3.0543612168115714e-05
42570,45238,42913,0.004075411254864294,2.8973012282073215e-05
80170,83207,84380,0.00407564661564696,2.4090018980878218e-05
76333,81266,78933,0.004076971092737559,1.9403707012747793e-05
66657,68702,71683,0.004077065045831097,6.7750831873549905e-06
73334,79664,74376,0.004077642002932597,3.1850343733955926e-05
24436,25859,24674,0.0040781731043878265,5.376244905377296e-05
76297,77634,78820,0.00407896127794437,2.6181090450840013e-05
25859,27628,35904,0.004079084494437188,3.550154509159142e-05
81266,86228,82396,0.0040790914350249015,1.9807907697922978e-05
45688,50335,45860,0.004079450462141785,2.0816817190766968e-05
60260,62434,68002,0.004079902451693777,2.1283477265883138e-05
27288,33579,33856,0.004081748068532884,3.2361944966348346e-05
34481,43783,35228,0.004081864467424693,1.312475234734596e-05
33579,42570,43023,0.004081881829612824,4.8852938258669075e-05
25606,27654,33977,0.004082306745933492,2.739521547625865e-05
97278,100064,98036,0.004083510730922325,3.453601306435252e-05
64962,65109,65936,0.004083593635263863,1.598040477651703e-05
89931,90185,92041,0.004084770089361757,4.6451073539830475e-06
61359,67464,65936,0.00408489698918405,3.4045985753367385e-05
59196,60260,61199,0.00408692716488815,2.4042548421795625e-05
82729,89642,90185,0.004087257865683422,2.2710164431911498e-05
60718,62322,60823,0.004088687897122496,1.785450854802286e-05
45080,51576,52419,0.004089004732800502,9.041514187598587e-06
31592,33856,33977,0.00408966252782721,6.3354054921316064e-06
74946,77952,82363,0.004090374934630477,1.0064484388482479e-05
87108,89962,91117,0.004091115741350292,1.3804398623075787e-05
20042,27288,20535,0.0040911674812998166,5.045157744559897e-05
23685,24305,26727,0.004091896897696107,2.6819190055595673e-05
68002,68282,73334,0.004092050494427475,9.929383657053261e-06
42913,48002,50099,0.004092683743492751,1.825406542496985e-05
35264,39429,44816,0.004092824087480446,2.5001171877138156e-05
85696,93864,87261,0.0040938388174677175,2.965397705831532e-05
20205,25281,26241,0.0040967884404303585,4.817955111532563e-05
18543,25281,25930,0.004097237923935721,4.4458427179568445e-05
88714,90185,89931,0.004097314468586012,2.392452910386523e-05
42913,43023,44511,0.0040980809004607655,5.304402956000925e-06
73273,75264,82729,0.004098684741392098,2.5845764044652583e-05
44248,48455,45860,0.004100021923730486,1.9008058513489706e-05
74785,76333,80763,0.004102871578027609,3.182407935871995e-05
17573,22449,20205,0.004103141947596161,2.773711526482917e-05
107315,112748,113881,0.004104073521752072,3.985031841104181e-05
82514,86929,82729,0.004104102784614446,4.5964417422301e-05
73807,74376,78384,0.004104372048180301,1.2529623191166062e-05
50372,50801,54061,0.00410444731686937,2.9356480439173323e-05
24674,25336,26207,0.004106189873626669,1.716638754941458e-05
71352,73807,75264,0.004106393301039475,5.07065395125796e-06
21421,23875,22549,0.004106691367783336,2.7287219111064766e-05
79664,86228,86670,0.0041068791768538535,4.636388328877759e-05
79992,85670,87833,0.0041068899467195455,1.59472793718315e-05
20042,27288,21393,0.004107407766098879,4.462001714581445e-05
79664,82363,86228,0.004107734608543028,3.1448054540007684e-05
25859,27072,28103,0.0041079862443194086,2.54938553571299e-05
13209,14576,15863,0.004108577387769656,2.8992697667548698e-05
25281,25930,29655,0.004111066054473273,4.8126523313039176e-05
39953,45101,42913,0.004111322007729411,1.5718330578142647e-05
85696,87073,89642,0.004113403531076055,5.292760349640454e-06
14328,17358,19343,0.004113511251582012,7.744283011090758e-06
74395,75264,76470,0.0041138704475184446,3.2186295162360915e-05
109074,110395,109427,0.004114820696588164,4.391215764009019e-06
33579,42828,33856,0.004114831670291571,3.53064064524003e-05
76952,77233,78072,0.004115703622221875,8.619658667848543e-06
68245,73273,75141,0.004115842384693379,1.3579167043651818e-05
17448,21421,18246,0.004116061993547812,2.4719134661919512e-05
105881,106985,109074,0.004116195421019765,3.197234501030464e-05
44511,45238,45080,0.004117142178514207,2.6578798912754096e-05
81266,85792,84143,0.004117973168903696,3.159073443917346e-05
17448,18246,23453,0.004119030165955064,2.064486524739241e-05
2072,9236,5348,0.004120281686367274,2.6539011830865017e-05
17448,17702,18614,0.004120467760035085,8.052951549606626e-06
50099,59196,59449,0.004120478824794072,3.602577345035312e-05
17499,22449,20205,0.004120854594886209,2.7787192369815203e-05
33579,42515,33856,0.004122328133572463,3.409502173092653e-05
23416,25428,26451,0.004122506710515451,3.0590631361060916e-05
76952,81693,83207,0.004122518841002718,1.798199685638478e-05
68002,68933,68895,0.0041242016402338,2.2377351289346705e-05
50954,52419,51232,0.004124937627059738,1.2667379021177551e-05
45238,48002,53253,0.004125876773575512,1.2530228398589977e-05
77233,84379,80170,0.004126043596403417,2.7368563004820298e-05
76276,81377,77070,0.004126184227853056,4.025367909487207e-05
9487,16537,17378,0.004126264342534893,5.0059537481887796e-05
37504,41312,45941,0.004126314118647817,2.2304648646761752e-05
76470,78265,78820,0.00412763470835835,6.313414453931372e-06
22549,25281,26549,0.004127642817288327,1.2310970501096995e-05
1067,112440,112748,0.004127869896274413,3.307127246514354e-05
89937,94376,97433,0.00412796978319949,3.994148662013565e-06
36377,39953,42536,0.0041281499003673105,1.2267992227046636e-05
88635,93864,92855,0.004128412386220235,1.1468426908781335e-05
82396,86670,87261,0.004128979131404713,1.0179368366034699e-05
86228,90185,92041,0.00412930966444968,2.3610777241371733e-05
41037,50371,45556,0.004129327486802604,1.0692755776965491e-05
765,2072,114996,0.004129764269422719,1.9314584140071253e-05
51576,52419,55425,0.004129912369898493,7.76533373804872e-06
27366,30277,28103,0.004132863393134333,3.648281992834715e-05
13268,14354,14668,0.0041338381854750155,1.614260536308545e-05
83000,84345,88794,0.004134147095225468,3.602444997566697e-05
76470,82729,84143,0.00413470180480825,3.6389186353755046e-05
95947,100453,102098,0.004134925552435617,2.7638385307371186e-05
82273,85727,85258,0.004135428837197591,1.1008578110171859e-05
41312,45101,45941,0.004135962039358415,9.217352150470497e-06
88635,95168,93085,0.00413598996279753,2.4990891891007713e-05
80112,82545,82729,0.0041360418655890345,1.8946326448456992e-05
30122,37229,39757,0.004136088026236439,3.301050957957425e-05
43023,48002,45080,0.004137264553214241,2.3169390102460414e-05
87808,93194,95947,0.004138101083495302,2.543103793874696e-05
20455,20894,27989,0.004138136027973803,3.9061742981258105e-05
38414,39953,45556,0.004138539056481192,2.8528550373076986e-05
45556,51576,51232,0.004139171570798272,6.364020568038274e-06
17499,18532,19343,0.004141064612324755,3.126391986231619e-05
46390,47431,49669,0.004141214083105278,2.8300009761415502e-05
27321,32759,33856,0.004141596951223721,4.261830649016242e-05
20885,22797,21421,0.004142069681198413,1.549114555389167e-05
20885,21421,23015,0.004142508684830413,2.227528538260512e-05
66657,71860,73334,0.004143003935920426,1.6508938371504518e-05
60260,62322,62434,0.004143204147631366,5.207764237991555e-06
26634,30277,35904,0.0041444930800417275,2.7199633465550633e-05
80112,80763,89341,0.004145269228471674,4.440123193451584e-05
78384,80112,80763,0.004145343658138631,1.2878771136606204e-05
17529,21421,20889,0.00414611472855902,4.956402995336138e-05
71860,75177,76470,0.004147676527117957,2.5749128731265594e-05
25859,27628,33579,0.004148000505250823,2.2545352310514067e-05
2072,112122,114421,0.004148936034142948,1.9147591221117956e-05
14328,17529,17358,0.004150082206200028,9.12272102647185e-06
22549,22797,25336,0.0041504524242982005,5.497016786305337e-06
35264,36377,35904,0.004150634562039248,1.0626064835752265e-05
25859,27288,27366,0.004150644915440106,3.9643348309707994e-05
89931,93805,90496,0.0041509054271402284,4.369913100830084e-05
84143,85927,86228,0.0041512730927912075,3.886460161513196e-06
79593,80763,81266,0.004151334055196244,4.025043218546124e-05
43783,47854,53253,0.0041516143068320065,1.2012319534254624e-05
43783,45080,53253,0.004152492059287209,1.4045406153059596e-05
73714,76470,78265,0.004153745687758459,8.507768116700446e-06
38827,47854,45556,0.004154416163357082,1.6716121165084053e-05
77233,77622,78072,0.004155841335746937,8.91539164508853e-06
94779,97165,98110,0.00415678644838015,2.0110705947694787e-05
90496,93683,92041,0.004157372794706059,5.223585113222551e-06
85670,86414,87585,0.00415771401666722,6.9016644653256915e-06
45101,45238,48002,0.0041579752516374855,3.871260918416392e-06
79882,80763,81266,0.0041579886179156965,3.6646872601082965e-05
84143,86670,92041,0.00415838956937228,3.441944357037392e-05
73273,82273,73807,0.00415952180715537,5.306839196111535e-05
25336,28103,26727,0.0041600446936356375,2.5444047055544827e-05
17448,20205,20455,0.004160157502167773,2.2350844682408648e-05
49841,51069,52943,0.004160169154144679,5.990352654904527e-06
13531,18532,14328,0.004160475189366085,1.9098374114776643e-05
32246,36188,37279,0.0041607334115405835,3.4097642313215394e-05
53253,54463,61199,0.0041609811641207944,1.8173512156141116e-05
1067,113881,112158,0.004161132013901696,3.835646719792331e-05
86974,87933,90139,0.004161392313802615,7.212058697795138e-06
103413,104732,104887,0.004161485683485378,7.458858847922647e-06
35904,38414,39429,0.00416207603312663,1.2096998772202308e-05
42913,45101,47854,0.004162440405775447,7.276397866038051e-06
86414,87833,94376,0.00416269645942926,3.475561642426695e-05
20894,22797,21421,0.004162854995425238,1.5475478173116625e-05
51576,52727,53253,0.004163193912405486,9.11919821692249e-06
53253,57363,62322,0.00416342087398576,1.2957040236994409e-05
42536,45080,45941,0.004164212483804335,4.043213949428745e-06
25606,27628,28328,0.0041645817223799125,2.896267904764852e-05
38414,38827,39429,0.0041651545914428295,1.1560656926955631e-05
74395,79664,82273,0.004165553192683154,2.2944318160766897e-05
80112,80763,84012,0.004165611205039951,1.5385912892859748e-05
26241,26549,26451,0.004165696435310479,4.53303174184134e-05
20889,20894,23453,0.004166759283827713,4.274351412701308e-05
80112,89642,81266,0.004166877181786356,4.454354137708567e-05
45238,52419,50099,0.004167224835288024,5.97736614189751e-06
3821,116584,4427,0.004167307873609411,2.0703404739675235e-05
71053,75695,76952,0.004168026900302317,1.4994852439654623e-05
59449,60260,62434,0.004168817614471773,5.504294011183947e-06
51232,52419,51986,0.004169116419172591,1.4377833661564702e-05
27673,28358,28380,0.004169429999176876,1.8532045257984434e-05
94376,94779,95853,0.004169449368996123,1.64548023874746e-05
25281,30867,26727,0.004169491646366852,1.6287810254501004e-05
67464,68245,76470,0.004170020118808091,4.373721057776186e-05
17440,19780,26069,0.004171094749817075,8.798205873647444e-06
89341,93506,92855,0.004171148418000268,1.1667437491893272e-05
43783,48774,52727,0.004173922545828199,1.9735033539428708e-05
88635,94141,93085,0.00417419821557695,1.8439463848729453e-05
3092,8832,8903,0.004174992464648931,2.8077974910454817e-05
47854,48002,54463,0.004176283968192418,8.749617628401782e-06
28103,30324,32349,0.004177776327088753,8.06960628396232e-06
51576,56561,54463,0.004177820799943516,3.923144747272602e-06
20894,21421,27989,0.004178381521053567,3.422622914975698e-05
39953,43783,42913,0.004178488596233011,1.204832051816036e-05
13531,17529,18614,0.004178655670811721,2.2700604767072412e-05
33579,35264,34444,0.0041790250879417245,7.4203748041758735e-06
37229,39953,38414,0.004179166309114173,2.490647763081322e-05
93506,93864,100064,0.004179801856496893,3.8934903626027015e-05
34481,35228,42570,0.004180620216091957,4.413326072136043e-05
50372,50801,57399,0.004181440589147207,1.8553561704625595e-05
52943,59316,61359,0.004181705876911151,3.801239218480528e-05
15900,18907,22797,0.004181899454952877,2.8441445631378235e-05
44816,45080,45941,0.004182291002753248,1.4041184368413101e-05
71352,76600,78265,0.004182968823883068,3.13887592262622e-05
25336,26311,27288,0.004183159718555314,2.5765525968364418e-05
78265,78933,79593,0.004183228450856081,2.94513884732103e-05
73334,73807,73714,0.004184553537541039,2.7470393180082276e-05
73273,75141,78104,0.004185681177125972,1.8921085319170742e-05
20042,25985,27288,0.0041859070454743404,4.6002353505337996e-05
42570,44511,46651,0.004186232086256102,7.18233104021416e-06
75458,80331,83895,0.004186594094971461,1.0201315579061143e-05
43783,47854,51232,0.004186663479278079,7.761241699296039e-06
104732,112440,112748,0.004186769375354891,3.404465917831976e-05
75177,76297,83081,0.004186836416587412,3.8133037989850695e-05
71352,71908,71860,0.00418695505897723,3.0122025766363344e-05
93085,93683,93805,0.004188410115249837,1.952899253842802e-05
20455,22549,20889,0.0041887527669058,1.4433427595372015e-05
33018,37826,36850,0.00418908889597025,9.295900263336213e-06
59449,62322,61084,0.004189501636993302,1.478306998841333e-05
44471,46853,48319,0.004189516218776374,1.0392743295098837e-05
51576,56561,57363,0.004190084754201981,5.645424938616973e-06
15900,22449,22549,0.004190379077419531,3.2226716695243875e-05
109492,113726,111169,0.004190688466685273,1.6875599802399927e-05
95501,97278,98337,0.004191152467152257,1.7790976851958072e-05
76297,78104,78820,0.004192120692979115,2.6442369194531235e-05
14576,17358,19343,0.004192617430764634,9.390744829486285e-06
27072,30324,31592,0.004192656964944411,9.62123521857932e-06
86742,89962,91117,0.004192734207862106,1.8191239126842557e-05
80112,86228,81266,0.004193040882125444,3.2761393784013725e-05
28380,29655,30343,0.004193603320450239,1.6635576895058822e-05
25985,33579,33856,0.004194264732555077,3.6133599145655325e-05
61585,68245,68282,0.004194787684662865,5.392314593949039e-05
47908,48455,55219,0.004194915642432099,3.1646349878929724e-05
90422,92855,93085,0.004195235787354431,3.863297237852784e-05
73555,76952,74666,0.004195280563777375,1.4545507353090379e-05
85727,85927,86228,0.004195508723961578,3.176418096406651e-05
77516,84012,81377,0.004197623159977025,2.9086193474742658e-05
59449,67464,68245,0.00420062344335408,2.8669107622656077e-05
86414,91262,93194,0.004201546092155103,2.222909001768402e-05
25428,27673,28380,0.004201627272748617,9.485229018896425e-06
90496,92041,93085,0.004201699286442588,4.462940007647677e-06
75458,79992,81833,0.004202107425254173,3.0120280570313984e-05
84012,85927,86670,0.0042022032430029214,3.798143274959703e-05
20889,23416,23453,0.004202964331757601,4.187096589544993e-05
29655,32246,36850,0.004203696621615017,2.1899662573534122e-05
17358,17702,17448,0.004204007991693166,3.058831081317172e-05
67464,71860,74395,0.004204630706125933,1.663234285806204e-05
82363,86670,87073,0.004204677606598842,3.215723479849149e-05
43109,46390,43813,0.004206170513295388,2.1658584000241156e-05
27366,32759,28103,0.004206397032331769,4.332571376827664e-05
14354,17529,18532,0.004206446464904942,6.686472436989279e-06
68702,74376,76297,0.004207885468157261,3.0603787931472386e-05
41037,47854,45080,0.004208209727989401,6.289111451624818e-06
8903,14354,14576,0.004208433489647767,4.23822189093372e-05
71352,78401,78820,0.004208658203352953,5.458976770861271e-05
78384,80763,81266,0.004209540806830401,1.2249861849683289e-05
43783,45238,45556,0.004209827392747,7.2676930152229396e-06
65109,74376,67464,0.004210421528383497,3.057473603243643e-05
35264,38827,41037,0.0042107591525980745,3.407028552399144e-05
35350,35550,37826,0.0042112535483200654,9.60051893120298e-06
33856,36377,33977,0.0042116335325479495,2.4445365555490816e-05
88771,89962,91117,0.004212343625656799,2.0279426615146814e-05
25336,26207,32246,0.004212480368196806,4.297783266471028e-05
33856,42570,43023,0.004212769279505575,5.1632341452534016e-05
45101,48774,51986,0.004213253098186595,1.830407154667621e-05
48455,50335,54872,0.0042132578854345935,2.1217897581010745e-05
45101,51576,52419,0.004213820583019813,7.363617530855105e-06
73334,79664,73807,0.004214108253134455,3.465024871888724e-05
89642,94141,92041,0.004215880924309081,2.0284096494400897e-05
85696,85727,85792,0.004215931448064963,2.9023127960194368e-05
65936,73334,75141,0.004215985274055106,2.6416507072894266e-05
45101,48002,46701,0.004216037794809045,4.478511055663469e-06
14354,17499,14576,0.004216720997170641,2.2475024827589414e-05
32607,34481,32768,0.004218202230322033,2.1462784858901444e-05
33579,35264,33977,0.004218216384239023,1.0438535467521672e-05
46733,46853,48319,0.004218344516952596,7.5501093869775005e-06
45688,50801,54539,0.004219275223151207,2.6587369022683286e-05
57363,60718,62322,0.004220612195128875,3.451457134654426e-06
18532,20205,20455,0.0042218274502522826,4.0690365545186126e-05
27654,32759,35264,0.004222708782183523,3.4134682114481234e-05
23685,32759,30122,0.004222840950695409,3.5981513827036156e-05
75177,76297,82363,0.004222861154600548,4.2582729578438645e-05
80112,85927,87073,0.004222894343900523,3.253410706115183e-05
3179,3821,112724,0.00422302716834855,1.861869227859916e-05
45238,51576,54463,0.004223192499098823,1.4864881463385322e-05
110997,113368,114341,0.004223885440583493,3.0796889320223936e-05
86228,88714,87073,0.004223898868504582,7.058794714291299e-06
108085,110997,114421,0.004224835540358793,1.4432431950448613e-05
15900,17499,18246,0.004228081513969531,3.1259687326674234e-05
61622,63613,62434,0.004228446196523689,2.8566278575716295e-05
92041,93683,93864,0.0042285502244486925,3.7362234397873408e-06
79992,84379,81833,0.004229823301001479,3.186479050040488e-05
38414,45101,39953,0.004229844532263783,3.423561266568924e-05
83000,86974,87933,0.004230794256018176,3.779967393341131e-05
14328,18532,17358,0.004230809734285851,1.42322425538141e-05
35228,41312,45080,0.004231084874597524,1.2921358392582274e-05
98110,103413,104060,0.00423137119390054,1.570659780714718e-05
45941,50371,51232,0.004231516317269873,6.944296478404239e-06
85696,95241,87073,0.004231652986231065,2.9646551934688465e-05
23685,24436,25281,0.0042317556538940745,2.363364850510575e-05
25606,33856,35904,0.004232615247775456,4.5295453667228844e-05
42515,45101,45080,0.004233145744082511,4.7536183585652906e-05
71795,76267,76952,0.004233383335450245,2.4669124672068757e-05
2920,3179,5447,0.004233384786902551,2.9625818206737784e-05
83207,87808,91262,0.004233744476354396,2.456004133075021e-05
85267,86228,87261,0.004233769018956023,2.1844402373731037e-05
42570,50099,43023,0.00423583467180057,4.8243463252308244e-05
60260,67472,68245,0.004236749625282127,3.730665501942654e-05
42570,45101,45556,0.004237558961047612,1.6504379679925764e-05
20885,20889,23416,0.004238463956881398,5.253892569597856e-05
3092,3821,4427,0.004240777260610534,5.7580945564307653e-05
26549,27072,27288,0.004241141446734139,2.164586825195966e-05
22449,29655,30343,0.004241239433451936,4.9670437808237225e-05
79593,84012,81377,0.0042414579540546804,1.8036830721188163e-05
23416,23767,28360,0.004241680469513429,7.921511788844378e-06
79664,83081,86228,0.004242152454925562,3.058268755953887e-05
20042,28103,20535,0.0042422516166015795,6.0209707834113967e-05
42536,45556,45941,0.004242288403699471,4.559655893634824e-06
38827,43783,45080,0.004242895911843672,9.670456309924168e-06
22549,25930,22797,0.00424375982350051,8.797663979061585e-06
99240,102395,103227,0.0042438585672766906,5.823768446240659e-06
60260,61585,60823,0.004245636111006923,1.9338296774383734e-05
74376,79664,82273,0.004245756589377071,3.1551159569663205e-05
57363,60260,61622,0.004246404680594175,2.0601951804535637e-05
42536,50371,45556,0.004246496667943489,1.3037612369102675e-05
24436,26634,24674,0.0042475446238058046,5.1947019417765345e-05
66657,73273,75141,0.004248978380684348,2.6843883252323498e-05
34481,38827,39953,0.004249261746188505,3.4175742144690534e-05
76297,77634,78384,0.004249263269068754,4.436283679914298e-06
746,3179,109492,0.004249424395339034,2.3424637437764978e-05
65109,68002,67464,0.004249691362023871,8.680528959493231e-06
68245,69996,68933,0.0042506689153092156,5.9272347687620845e-06
92855,95168,93085,0.004251603007563149,6.405751103878784e-06
